trip_id,arrival_time,headsign,service_id
4902051,11:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885918,11:18:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909052,11:20:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902052,11:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4907601,11:35:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885919,11:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908990,11:50:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902053,11:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885920,11:57:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908281,12:05:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902054,12:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885921,12:17:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908168,12:20:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902055,12:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4907874,12:35:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885922,12:37:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908142,12:50:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902056,12:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885923,12:57:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908051,13:05:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902057,13:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885924,13:17:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909126,13:20:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902058,13:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4909055,13:35:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885925,13:37:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907604,13:50:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902059,13:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885926,13:58:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908993,14:04:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902060,14:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885927,14:18:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908284,14:19:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902061,14:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4908171,14:34:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885928,14:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907877,14:49:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902062,14:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885929,14:57:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907625,14:58:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4908145,15:09:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902063,15:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885930,15:17:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908054,15:21:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902064,15:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4909129,15:33:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885931,15:37:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909393,15:45:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902065,15:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4909058,15:57:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885932,15:58:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907607,16:09:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902066,16:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885933,16:18:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908212,16:21:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902067,16:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4908996,16:33:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885934,16:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908287,16:45:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902068,16:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4908174,16:57:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885935,16:58:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907880,17:10:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902069,17:13:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885936,17:18:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4907628,17:22:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902070,17:33:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4908148,17:34:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885937,17:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908057,17:46:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902071,17:53:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885938,17:58:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909132,17:59:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4909396,18:11:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902072,18:14:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885939,18:18:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909061,18:23:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902073,18:34:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4907610,18:35:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885940,18:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4902074,19:04:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885941,19:08:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908290,19:08:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4908177,19:28:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902075,19:34:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885942,19:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908060,19:48:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902076,20:04:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885943,20:08:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909135,20:08:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4909064,20:28:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902077,20:34:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885944,20:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908152,20:48:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902078,21:04:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885945,21:08:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908293,21:09:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4908180,21:29:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902079,21:34:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885946,21:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908063,21:49:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902080,22:05:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885947,22:08:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4909138,22:10:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4909067,22:30:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902081,22:35:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885948,22:38:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908155,22:50:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4902082,23:05:00,Broad Street Terminal (Providence),hsep2607-Sunday-27-SE2026-0000001
4885949,23:09:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908296,23:10:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4908183,23:30:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4885847,23:39:00,Broad Street Terminal (Providence),hsep2606-Saturday-25-SE2026-0000010
4908066,23:50:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4909141,24:10:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
4909070,24:30:00,Broad Street Terminal (Providence),hsep2601-Weekday-27-SE2026-1111100
